1 1 1.000000 1.000000 1.000000 0.999967 0.664822 0.402701 0.380463 0.376293 0.375319 0.394837 0.858916 0.761521 0.859088 0.761807 0.860675 0.764678 1.000000 0.999947 0.797192 0.374005 0.354507 0.368023 0.373128 0.374524 0.374880 0.387571 0.803382 0.666439 0.665654 0.664849 0.688326 0.862234 0.967603 0.428142 0.366498 0.372910 0.374525 0.374885 0.374971 0.374993 0.374998 0.374502 0.419906 0.419622 0.387995 0.385689 0.380481 0.375866 1.000000 0.994518 0.598477 0.392919 0.375483 0.374838 0.374941 0.374984 0.374996 0.396163 0.906489 0.807854 0.807019 0.805845 0.887222 0.883743 1.000000 0.985541 0.461897 0.345337 0.363582 0.371887 0.374205 0.374800 0.374950 0.375871 0.598527 0.598543 0.511936 0.512004 0.600066 0.601850 1.000000 1.000000 1.000000 0.998415 0.572023 0.409409 0.383048 0.376982 0.375494 0.401351 0.796462 0.692939 0.693269 0.693683 0.697251 0.807315
0 1 0.000000 0.000000 0.000000 0.000000 0.009803 0.022278 0.024364 0.024843 0.024961 0.022430 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.009314 0.034200 0.028747 0.026020 0.025260 0.025065 0.025016 0.023167 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001187 0.037414 0.033607 0.027865 0.025773 0.025197 0.025049 0.025012 0.025003 0.025057 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.018111 0.027487 0.025981 0.025267 0.025068 0.025017 0.025004 0.019119 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000371 0.011522 0.021212 0.024045 0.024761 0.024940 0.024985 0.024732 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.011950 0.021887 0.024232 0.024809 0.024952 0.021883 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0 1 0.000000 0.000000 0.000000 0.000001 0.014866 0.024721 0.025006 0.025005 0.025002 0.025134 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000035 0.008486 0.020289 0.023849 0.024716 0.024929 0.024982 0.029350 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000064 0.018033 0.028002 0.026622 0.025481 0.025125 0.025032 0.025008 0.025002 0.023911 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000308 0.009926 0.020140 0.023709 0.024672 0.024918 0.024979 0.029576 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005841 0.022953 0.025200 0.025104 0.025029 0.025008 0.025002 0.024495 0.011408 0.011393 0.018948 0.018851 0.009985 0.008501 0.000000 0.000000 0.000000 0.000220 0.028198 0.027127 0.025567 0.025144 0.025036 0.024626 0.000000 0.008017 0.007963 0.007896 0.007311 0.000000
0 1 0.000000 0.000000 0.000000 0.000001 0.013302 0.024044 0.024833 0.024962 0.024991 0.025839 0.000000 0.022930 0.000000 0.022993 0.000000 0.023620 0.000000 0.000000 0.000031 0.008182 0.020105 0.023795 0.024702 0.024926 0.024981 0.028203 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000033 0.015236 0.026846 0.026343 0.025414 0.025109 0.025027 0.025007 0.025002 0.026143 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000839 0.012751 0.021441 0.024083 0.024769 0.024942 0.024986 0.024531 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001301 0.015768 0.022942 0.024521 0.024883 0.024971 0.024993 0.025562 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000167 0.026342 0.026669 0.025459 0.025117 0.025029 0.025778 0.000000 0.046114 0.046139 0.046169 0.046406 0.000000
0 1 0.000000 0.000000 0.000000 0.000001 0.020744 0.045138 0.048883 0.049726 0.049932 0.046715 0.061487 0.086106 0.061445 0.086072 0.061013 0.085729 0.000000 0.000000 0.006253 0.040194 0.048784 0.049842 0.049971 0.049993 0.049998 0.048924 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000366 0.027912 0.036807 0.045147 0.048692 0.049668 0.049917 0.049979 0.049995 0.046027 0.098769 0.098889 0.085612 0.086053 0.103192 0.100666 0.000000 0.002207 0.070452 0.063690 0.053842 0.050982 0.050247 0.050062 0.050015 0.045260 0.075535 0.098271 0.097310 0.096109 0.055441 0.028483 0.000000 0.001695 0.059600 0.057994 0.052559 0.050682 0.050173 0.050043 0.050011 0.049808 0.000000 0.000000 0.023448 0.023526 0.000000 0.000000 0.000000 0.000000 0.000000 0.000017 0.024914 0.044225 0.048587 0.049649 0.049912 0.045814 0.065203 0.093040 0.093019 0.092993 0.092818 0.063949
0 1 0.000000 0.000000 0.000000 0.000001 0.020262 0.044918 0.048827 0.049712 0.049928 0.049324 0.053754 0.044300 0.053693 0.044230 0.053064 0.043521 0.000000 0.000000 0.003993 0.045647 0.051899 0.050721 0.050196 0.050050 0.050013 0.047998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000992 0.035771 0.036893 0.043797 0.048193 0.049532 0.049882 0.049970 0.049993 0.054811 0.000000 0.000000 0.046445 0.048288 0.008302 0.011751 0.000000 0.000002 0.012026 0.040839 0.048172 0.049583 0.049898 0.049975 0.049994 0.053110 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005452 0.122550 0.082270 0.058299 0.052067 0.050516 0.050129 0.050032 0.049701 0.072586 0.072570 0.090332 0.090232 0.071009 0.069369 0.000000 0.000000 0.000000 0.000013 0.023122 0.043383 0.048353 0.049589 0.049897 0.048838 0.036408 0.049829 0.049743 0.049635 0.048713 0.034117
0 1 0.000000 0.000000 0.000000 0.000022 0.132515 0.201366 0.200834 0.200232 0.200059 0.189738 0.019642 0.018771 0.019525 0.018528 0.018375 0.016091 0.000000 0.000003 0.045527 0.192927 0.206113 0.202216 0.200600 0.200153 0.200038 0.200695 0.007650 0.057522 0.058686 0.060115 0.062111 0.042880 0.006683 0.190072 0.211976 0.205000 0.201452 0.200377 0.200095 0.200024 0.200006 0.201695 0.244858 0.245497 0.263048 0.266011 0.289719 0.298863 0.000000 0.001997 0.138140 0.202109 0.202491 0.200761 0.200199 0.200050 0.200013 0.190014 0.009673 0.039894 0.041249 0.042971 0.037384 0.060159 0.000000 0.000471 0.101332 0.179831 0.194810 0.198675 0.199667 0.199917 0.199979 0.199638 0.154095 0.154093 0.161767 0.161737 0.153845 0.153536 0.000000 0.000000 0.000000 0.000837 0.167136 0.199864 0.200283 0.200088 0.200023 0.185539 0.101721 0.097686 0.097514 0.097299 0.095602 0.094269
0 1 0.000000 0.000000 0.000000 0.000001 0.025255 0.047367 0.049473 0.049875 0.049969 0.047835 0.000829 0.000018 0.000831 0.000025 0.000847 0.000102 0.000000 0.000000 0.018490 0.054958 0.053183 0.050958 0.050250 0.050063 0.050016 0.046232 0.000000 0.004025 0.006367 0.009211 0.025656 0.015333 0.000017 0.012912 0.027452 0.039276 0.046731 0.049140 0.049782 0.049945 0.049986 0.053008 0.011597 0.011509 0.034537 0.033919 0.000000 0.000000 0.000000 0.000153 0.027496 0.044760 0.048781 0.049705 0.049927 0.049982 0.049995 0.047472 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004707 0.080414 0.066398 0.054765 0.051231 0.050310 0.050078 0.050019 0.050521 0.056566 0.056563 0.061621 0.061608 0.056286 0.056000 0.000000 0.000000 0.000000 0.000161 0.034945 0.046948 0.049238 0.049809 0.049952 0.047078 0.000120 0.000113 0.000109 0.000105 0.000023 0.000000
0 1 0.000000 0.000000 0.000000 0.000000 0.009628 0.022177 0.024336 0.024836 0.024959 0.023777 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000037 0.008597 0.020355 0.023869 0.024721 0.024930 0.024983 0.027281 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000032 0.015148 0.026807 0.026334 0.025411 0.025108 0.025027 0.025007 0.025002 0.024808 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.007012 0.021682 0.024485 0.024895 0.024975 0.024994 0.024998 0.028458 0.008304 0.035043 0.035674 0.036508 0.019952 0.027615 0.000000 0.000000 0.000073 0.007666 0.019157 0.023441 0.024604 0.024901 0.024975 0.024570 0.000766 0.000764 0.001517 0.001495 0.000631 0.000451 0.000000 0.000000 0.000000 0.000053 0.019749 0.024816 0.025005 0.025004 0.025001 0.022841 0.000000 0.002121 0.002018 0.001889 0.000810 0.000000
0 1 0.000000 0.000000 0.000000 0.000000 0.010477 0.022651 0.024465 0.024869 0.024967 0.022485 0.000041 0.000000 0.000039 0.000000 0.000021 0.000000 0.000000 0.000046 0.056684 0.053717 0.032182 0.026765 0.025439 0.025110 0.025027 0.022004 0.025093 0.034096 0.033423 0.032538 0.020366 0.000000 0.016991 0.072767 0.039687 0.029048 0.026042 0.025262 0.025066 0.025016 0.025004 0.025699 0.217744 0.217831 0.158469 0.158861 0.218306 0.212854 0.000000 0.000837 0.039828 0.033473 0.027293 0.025580 0.025145 0.025036 0.025009 0.019839 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002763 0.019036 0.024048 0.024812 0.024956 0.024989 0.024997 0.025638 0.030643 0.030652 0.044209 0.044275 0.031531 0.032414 0.000000 0.000000 0.000000 0.000003 0.009479 0.020656 0.023884 0.024719 0.024930 0.021750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
